respondent_id,collector_id,date_created,date_modified,ip_address,email_address,first_name,last_name,custom_1,Выберите язык,Возраст (количество полных лет),Пол,На каком предприятии Вы работаете?,,"Укажите компанию, в которой Вы работаете:",,К какой категории сотрудников Вы относитесь?,"Я испытываю напряжение, мне не по себе","Мне страшно. Кажется, будто что-то ужасное может вот-вот случиться",Беспокойные мысли крутятся у меня в голове,Я легко могу сесть и расслабиться,Я испытываю внутреннее напряжение или дрожь,"Я испытываю неусидчивость, словно мне постоянно нужно двигаться",У меня бывает внезапное чувство паники,"То, что приносило мне большое удовольствие, и сейчас вызывает у меня такое же чувство",Я способен рассмеяться и увидеть в том или ином событии смешное,Я чувствую себя бодрым,"Мне кажется, что я стал все делать очень медленно",Я не слежу за своей внешностью,"Я считаю, что мои дела (занятия, увлечения) могут принести мне чувство удовлетворения","Я могу получить удовольствие от хорошей книги, фильма, радио- или телепрограммы",Нуждаетесь ли Вы в психологической помощи?,"По вашему мнению, нуждаются ли ваши близкие в психологической помощи?","Знакомы ли вы с программой ERG Balance, программой психологической поддержки работников Группы?     ",Что бы вы хотели видеть в программе психологической поддержки работников Группы?,Жасы (толық жас саны),Сіздің жынысыңыз,На каком предприятии Вы работаете?,,Қандай компанияда жұмыс істейтініңізді көрсетіңіз,,Сіз қызметкерлердің қай санатына жатасыз?,"Мен қобалжушылықты сезінем, өзімді жайсыз сезінемін",Маған қорқынышты. Қорқынышты нәрсе болуы мүмкін сияқты,Басыма мазасыз ойлар келеді,"Мен отырып, бойымды еркін ұстай аламын",Мен ішкі қобалжуды немесе қорқынышты сезінемін,"Мен орнықсыздықты сезінемін, үнемі қозғалыста болуым керек сияқты",Менде кенеттен үрей пайда болады,"Бұрын маған үлкен рахат сыйлаған нәрсе, қазір де сондай сезімді сыйлайды",Мен күле аламын және сол немесе басқа оқиғада күлкілі нәрсені көре аламын,Мен өзімді сергек сезінемін,"Менің ойымша, мен бәрін өте баяу істей бастадым",Мен сыртқы келбетімді қадағаламаймын,"Менің істерім (іс-әрекеттерім, әуесқойлығым) маған қанағат сезімін сыйлайды деп санаймын","Мен жақсы кітап, фильм, радио немесе теледидар бағдарламасынан ләззат ала аламын",Сізге психологиялық көмек қажет пе?,Сіздің ойыңызша жақындарыңыз психологиялық көмекке мұқтаж ба?,Сіз ERG қызметкерлеріне психологиялық қолдау көрсету ERG Balance бағдарламасымен таныссыз ба?,ERG қызметкерлеріне психологиялық қолдау көрсету бағдарламасында не көргіңіз келеді?
118689146850,457631337,09/11/2024 03:06:02 PM,09/11/2024 03:09:17 PM,85.117.119.211,,,,,Русский,31,Женщина,ССГПО,,,,Рабочий,"время от времени, иногда",совсем не испытываю,время от времени,"определенно, это так",совсем не испытываю,лишь в очень малой степени это так,совсем не бывает,"наверное, это так","определенно, это так",иногда,совсем нет,"я слежу за собой так же, как и раньше","точно так, как и обычно",часто,Нет,Нет,Да,,,,,,,,,,,,,,,,,,,,,,,,,,
118689146160,457631337,09/11/2024 03:04:30 PM,09/11/2024 03:05:10 PM,185.48.149.152,,,,,Русский,41,Мужчина,3-Энергоорталык (ШТЭЦ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118689142923,457631337,09/11/2024 02:57:40 PM,09/11/2024 03:02:52 PM,212.96.80.67,,,,,Русский,35,Женщина,ССГПО,,,,Рабочий,"время от времени, иногда",совсем не испытываю,только иногда,"определенно, это так",совсем не испытываю,лишь в очень малой степени это так,совсем не бывает,"наверное, это так",лишь в очень малой степени это так,иногда,совсем нет,"я слежу за собой так же, как и раньше","точно так, как и обычно",часто,Нет,Нет,Нет,,,,,,,,,,,,,,,,,,,,,,,,,,
118689101112,457631337,09/11/2024 01:23:07 PM,09/11/2024 03:00:07 PM,85.117.121.93,,,,,Русский,22,Мужчина,ТЭЦ (ССГПО),,,,Специалист,часто,"иногда, но это меня не беспокоит",время от времени,"наверное, это так",часто,лишь в очень малой степени это так,совсем не бывает,"наверное, это так","определенно, это так",иногда,иногда,"может быть, я стал меньше уделять этому внимания","да, но не в той степени, как раньше",часто,Да,Да,Нет,,,,,,,,,,,,,,,,,,,,,,,,,,
118689142665,457631337,09/11/2024 02:56:59 PM,09/11/2024 02:57:21 PM,89.43.164.65,,,,,Русский,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118689141256,457631337,09/11/2024 02:53:49 PM,09/11/2024 02:57:15 PM,178.90.251.96,,,,,Русский,53,Мужчина,ERG Service (РРУ),,,,Специалист,"время от времени, иногда","иногда, но это меня не беспокоит",только иногда,"определенно, это так",иногда,совсем не испытываю,совсем не бывает,"определенно, это так","определенно, это так",практически все время,совсем нет,"я слежу за собой так же, как и раньше","точно так, как и обычно",часто,Нет,Нет,Да,Разнообразие,,,,,,,,,,,,,,,,,,,,,,,,,
118684104749,457631337,09/04/2024 05:50:55 PM,09/11/2024 02:45:04 PM,85.117.124.59,,,,,Русский,49,Мужчина,Качары руда,,,,Рабочий,совсем не испытываю,совсем не испытываю,только иногда,"определенно, это так",совсем не испытываю,"наверное, это так",совсем не бывает,"определенно, это так","наверное, это так",практически все время,совсем нет,"я слежу за собой так же, как и раньше","точно так, как и обычно",часто,Нет,Нет,Да,Приколы,,,,,,,,,,,,,,,,,,,,,,,,,
118689133257,457631337,09/11/2024 02:34:47 PM,09/11/2024 02:41:34 PM,178.170.236.79,,,,,Русский,46,Женщина,ЕЭК (Разрез «Восточный»),,,,Специалист,"время от времени, иногда","иногда, но это меня не беспокоит",только иногда,лишь изредка это так,иногда,совсем не испытываю,совсем не бывает,это совсем не так,"определенно, это так",иногда,совсем нет,"может быть, я стал меньше уделять этому внимания","точно так, как и обычно",часто,Нет,Нет,Нет,,,,,,,,,,,,,,,,,,,,,,,,,,
118689134331,457631337,09/11/2024 02:37:33 PM,09/11/2024 02:38:07 PM,85.117.126.208,,,,,Русский,40,Женщина,Сервисный центр ERG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118689133569,457631337,09/11/2024 02:35:46 PM,09/11/2024 02:37:35 PM,109.201.56.218,,,,,Русский,28,Мужчина,ССГПО,,,,Рабочий,"время от времени, иногда","да, это так, но страх не очень сильный",время от времени,лишь изредка это так,иногда,"наверное, это так",не так уж часто,лишь в очень малой степени это так,"определенно, это так",очень редко,иногда,"может быть, я стал меньше уделять этому внимания","значительно меньше, чем раньше",иногда,Да,Да,Нет,,,,,,,,,,,,,,,,,,,,,,,,,,
118689129808,457631337,09/11/2024 02:25:10 PM,09/11/2024 02:27:11 PM,85.117.118.5,,,,,Русский,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118689119844,457631337,09/11/2024 02:04:23 PM,09/11/2024 02:07:35 PM,2.76.86.3,,,,,Русский,45,Женщина,ССГПО,,,,Рабочий,совсем не испытываю,"иногда, но это меня не беспокоит",только иногда,"наверное, это так",совсем не испытываю,совсем не испытываю,совсем не бывает,"определенно, это так","наверное, это так",иногда,совсем нет,"я слежу за собой так же, как и раньше","точно так, как и обычно",часто,Нет,Нет,Нет,Затрудняюсь ответить ,,,,,,,,,,,,,,,,,,,,,,,,,
118689117878,457631337,09/11/2024 02:00:15 PM,09/11/2024 02:04:36 PM,212.96.76.119,,,,,Русский,37,Женщина,ССГПО (АУ),,,,Специалист,часто,совсем не испытываю,время от времени,"наверное, это так",иногда,совсем не испытываю,не так уж часто,"наверное, это так","определенно, это так",очень редко,практически все время,"я не уделяю этому столько времени, сколько нужно","да, но не в той степени, как раньше",иногда,Да,Да,Нет,Сеансы с психотерапевтом,,,,,,,,,,,,,,,,,,,,,,,,,
